"naam"	"naam_clean"
"Mycobacterium pyrenivorans"	"Mycobacterium pyrenivorans"
"Mycobacterium rhodesiae"	"Mycobacterium rhodesiae"
"Mycobacterium riyadhense"	"Mycobacterium riyadhense"
"Mycobacterium rufum"	"Mycobacterium rufum"
"Mycobacterium rutilum"	"Mycobacterium rutilum"
"Mycobacterium salmoniphilum"	"Mycobacterium salmoniphilum"
"Mycobacterium saopaulense"	"Mycobacterium saopaulense"
"Mycobacterium sarraceniae"	"Mycobacterium sarraceniae"
"Mycobacterium saskatchewanense"	"Mycobacterium saskatchewanense"
"Mycobacterium scrofulaceum"	"Mycobacterium scrofulaceum"
"Mycobacterium sediminis"	"Mycobacterium sediminis"
"Mycobacterium senegalense"	"Mycobacterium senegalense"
"Mycobacterium senuense"	"Mycobacterium senuense"
"Mycobacterium seoulense"	"Mycobacterium seoulense"
"Mycobacterium septicum"	"Mycobacterium septicum"
"Mycobacterium setense"	"Mycobacterium setense"
"Mycobacterium sherrisii"	"Mycobacterium sherrisii"
"Mycobacterium shimoidei"	"Mycobacterium shimoidei"
"Mycobacterium shinjukuense"	"Mycobacterium shinjukuense"
"Mycobacterium simiae"	"Mycobacterium simiae"
"Mycobacterium smegmatis"	"Mycobacterium smegmatis"
"Mycobacterium sp_(nontuberculous)"	"Mycobacterium sp"
"Mycobacterium sphagni"	"Mycobacterium sphagni"
"Mycobacterium spp_MS_Type"	"Mycobacterium sp"
"Mycobacterium stephanolepidis"	"Mycobacterium stephanolepidis"
"Mycobacterium stomatepiae"	"Mycobacterium stomatepiae"
"Mycobacterium szulgai"	"Mycobacterium szulgai"
"Mycobacterium terrae"	"Mycobacterium terrae"
"Mycobacterium terrae_complex"	"Mycobacterium terrae complex"
"Mycobacterium thermoresistibile"	"Mycobacterium thermoresistibile"
"Mycobacterium tokaiense"	"Mycobacterium tokaiense"
"Mycobacterium triplex"	"Mycobacterium triplex"
"Mycobacterium triviale"	"Mycobacterium triviale"
"Mycobacterium tuberculosis"	"Mycobacterium tuberculosis"
"Mycobacterium tuberculosis_complex"	"Mycobacterium tuberculosis complex"
"Mycobacterium tusciae"	"Mycobacterium tusciae"
"Mycobacterium ulcerans"	"Mycobacterium ulcerans"
"Mycobacterium vaccae"	"Mycobacterium vaccae"
"Mycobacterium vanbaalenii"	"Mycobacterium vanbaalenii"
"Mycobacterium virginiense"	"Mycobacterium virginiense"
"Mycobacterium vulneris"	"Mycobacterium vulneris"
"Mycobacterium wolinskyi"	"Mycobacterium wolinskyi"
"Mycobacterium xenopi"	"Mycobacterium xenopi"
"Mycoplasma alkalescens"	"Mycoplasma alkalescens"
"Mycoplasma arginini"	"Mycoplasma arginini"
"Mycoplasma bovirhinis"	"Mycoplasma bovirhinis"
"Mycoplasma bovis"	"Mycoplasma bovis"
"Mycoplasma canis"	"Mycoplasma canis"
"Mycoplasma gallinaceum"	"Mycoplasma gallinaceum"
"Mycoplasma gallisepticum"	"Mycoplasma gallisepticum"
"Mycoplasma hominis"	"Mycoplasma hominis"
"Mycoplasma hyorhinis"	"Mycoplasma hyorhinis"
"Mycoplasma ovipneumoniae"	"Mycoplasma ovipneumoniae"
"Mycoplasma pullorum"	"Mycoplasma pullorum"
"Mycoplasma salivarium"	"Mycoplasma salivarium"
"Myrmecridium schulzeri"	"Myrmecridium schulzeri"
"Myrmecridium species"	"Myrmecridium species"
"Myroides injenensis"	"Myroides injenensis"
"Myroides odoratimimus"	"Myroides odoratimimus"
"Myroides odoratus"	"Myroides odoratus"
"Myroides phaeus"	"Myroides phaeus"
"Myroides_injenensis_16-547231.3_UMCU"	"Myroides injenensis"
"Nakazawaea holstii"	"Nakazawaea holstii"
"Nannizzia fulva"	"Nannizzia fulva"
"Nannizzia gypsea"	"Nannizzia gypsea"
"Nannizzia incurvata"	"Nannizzia incurvata"
"Nannizzia persicolor"	"Nannizzia persicolor"
"Nannizzia praecox"	"Nannizzia praecox"
"NCTC"	"NCTC"
"Negativicoccus succinicivorans"	"Negativicoccus succinicivorans"
"Neisseria animaloris"	"Neisseria animaloris"
"Neisseria bacilliformis"	"Neisseria bacilliformis"
"Neisseria canis"	"Neisseria canis"
"Neisseria cinerea"	"Neisseria cinerea"
"Neisseria dumasiana"	"Neisseria dumasiana"
"Neisseria elongata"	"Neisseria elongata"
"Neisseria flavescens"	"Neisseria flavescens"
"Neisseria gonorrhoeae"	"Neisseria gonorrhoeae"
"Neisseria lactamica"	"Neisseria lactamica"
"Neisseria macacae"	"Neisseria macacae"
"Neisseria meningitidis"	"Neisseria meningitidis"
"Neisseria mucosa"	"Neisseria mucosa"
"Neisseria oralis"	"Neisseria oralis"
"Neisseria perflava"	"Neisseria perflava"
"Neisseria polysaccharea"	"Neisseria polysaccharea"
"Neisseria sicca"	"Neisseria sicca"
"Neisseria sp[2]"	"Neisseria sp"
"Neisseria subflava"	"Neisseria subflava"
"Neisseria weaveri"	"Neisseria weaveri"
"Neisseria zoodegmatis"	"Neisseria zoodegmatis"
"Neomicrococcus lactis"	"Neomicrococcus lactis"
"Neosartorya aureola"	"Neosartorya aureola"
"Neosartorya fischeri"	"Neosartorya fischeri"
"Neosartorya glabra"	"Neosartorya glabra"
"Neosartorya hiratsukae"	"Neosartorya hiratsukae"
"Neosartorya pseudofischeri"	"Neosartorya pseudofischeri"
"Neosartorya spinosa"	"Neosartorya spinosa"
"Neosartorya udagawae"	"Neosartorya udagawae"
"Neoscytalidium hyalinum"	"Neoscytalidium hyalinum"
"Nesterenkonia lacusekhoensis"	"Nesterenkonia lacusekhoensis"
"Nevskia spp"	"Nevskia sp"
"Nissabacter archeti"	"Nissabacter archeti"
"Nocardia abscessus"	"Nocardia abscessus"
"Nocardia africana"	"Nocardia africana"
"Nocardia amikacinitolerans"	"Nocardia amikacinitolerans"
"Nocardia anaemiae"	"Nocardia anaemiae"
"Nocardia aobensis"	"Nocardia aobensis"
"Nocardia araoensis"	"Nocardia araoensis"
"Nocardia arthritidis"	"Nocardia arthritidis"
"Nocardia asiatica"	"Nocardia asiatica"
"Nocardia asteroides"	"Nocardia asteroides"
"Nocardia blacklockiae"	"Nocardia blacklockiae"
"Nocardia brasiliensis"	"Nocardia brasiliensis"
"Nocardia brevicatena"	"Nocardia brevicatena"
"Nocardia carnea"	"Nocardia carnea"
"Nocardia concava"	"Nocardia concava"
"Nocardia cyriacigeorgica"	"Nocardia cyriacigeorgica"
"Nocardia elegans"	"Nocardia elegans"
"Nocardia exalbida"	"Nocardia exalbida"
"Nocardia farcinica"	"Nocardia farcinica"
"Nocardia higoensis"	"Nocardia higoensis"
"Nocardia ignorata"	"Nocardia ignorata"
"Nocardia inohanensis"	"Nocardia inohanensis"
"Nocardia kruczakiae"	"Nocardia kruczakiae"
"Nocardia mexicana"	"Nocardia mexicana"
"Nocardia niigatensis"	"Nocardia niigatensis"
"Nocardia ninae"	"Nocardia ninae"
"Nocardia niwae"	"Nocardia niwae"
"Nocardia nova"	"Nocardia nova"
"Nocardia otitidiscaviarum"	"Nocardia otitidiscaviarum"
"Nocardia paucivorans"	"Nocardia paucivorans"
"Nocardia pneumoniae"	"Nocardia pneumoniae"
"Nocardia pseudobrasiliensis"	"Nocardia pseudobrasiliensis"
"Nocardia puris"	"Nocardia puris"
"Nocardia salmonicida"	"Nocardia salmonicida"
"Nocardia seriolae"	"Nocardia seriolae"
"Nocardia sienata"	"Nocardia sienata"
"Nocardia sp"	"Nocardia sp"
"Nocardia spp"	"Nocardia sp"
"Nocardia sungurluensis"	"Nocardia sungurluensis"
"Nocardia testacea"	"Nocardia testacea"
"Nocardia thailandica"	"Nocardia thailandica"
"Nocardia thraciensis"	"Nocardia thraciensis"
"Nocardia transvalensis"	"Nocardia transvalensis"
"Nocardia vermiculata"	"Nocardia vermiculata"
"Nocardia veterana"	"Nocardia veterana"
"Nocardia wallacei"	"Nocardia wallacei"
"Nocardia yamanashiensis"	"Nocardia yamanashiensis"
"Nocardioides dubius"	"Nocardioides dubius"
"Nocardioides jensenii"	"Nocardioides jensenii"
"Nocardioides simplex"	"Nocardioides simplex"
"Nocardioides zeicaulis"	"Nocardioides zeicaulis"
"Nocardiopsis alba"	"Nocardiopsis alba"
"Nocardiopsis baichengensis"	"Nocardiopsis baichengensis"
"Nocardiopsis dassonvillei"	"Nocardiopsis dassonvillei"
"Nocardiopsis gilva"	"Nocardiopsis gilva"
"Nordella oligomobilis"	"Nordella oligomobilis"
"Nosocomiicoccus massiliensis"	"Nosocomiicoccus massiliensis"
"Noviherbaspirillum massiliense"	"Noviherbaspirillum massiliense"
"Novosphingobium aromaticivorans"	"Novosphingobium aromaticivorans"
"Novosphingobium hassiacum"	"Novosphingobium hassiacum"
"Novosphingobium lentum"	"Novosphingobium lentum"
"Novosphingobium naphthalenivorans"	"Novosphingobium naphthalenivorans"
"Novosphingobium nitrogenifigens"	"Novosphingobium nitrogenifigens"
"Novosphingobium panipatense"	"Novosphingobium panipatense"
"Novosphingobium pentaromativorans"	"Novosphingobium pentaromativorans"
"Novosphingobium resinovorum"	"Novosphingobium resinovorum"
"Novosphingobium rosa"	"Novosphingobium rosa"
"Novosphingobium sediminicola"	"Novosphingobium sediminicola"
"Novosphingobium spp"	"Novosphingobium sp"
"Novosphingobium spp_Nov_MS_type"	"Novosphingobium sp"
"Novosphingobium spp."	"Novosphingobium sp"
"Novosphingobium stygium"	"Novosphingobium stygium"
"Novosphingobium subterraneum"	"Novosphingobium subterraneum"
"Novosphingobium taihuense"	"Novosphingobium taihuense"
"Novosphingobium tardaugens"	"Novosphingobium tardaugens"
"Numidum massiliense"	"Numidum massiliense"
"Oceanobacillus caeni"	"Oceanobacillus caeni"
"Oceanobacillus iheyensis"	"Oceanobacillus iheyensis"
"Oceanobacillus kapialis"	"Oceanobacillus kapialis"
"Oceanobacillus kimchii"	"Oceanobacillus kimchii"
"Oceanobacillus neutriphilus"	"Oceanobacillus neutriphilus"
"Oceanobacillus oncorhynchi"	"Oceanobacillus oncorhynchi"
"Oceanobacillus profundus"	"Oceanobacillus profundus"
"Oceanobacillus sojae"	"Oceanobacillus sojae"
"Ochrobactrum anthropi"	"Ochrobactrum anthropi"
"Ochrobactrum daejeonense"	"Ochrobactrum daejeonense"
"Ochrobactrum gallinifaecis"	"Ochrobactrum gallinifaecis"
"Ochrobactrum grignonense"	"Ochrobactrum grignonense"
"Ochrobactrum intermedium"	"Ochrobactrum intermedium"
"Ochrobactrum sp[3]"	"Ochrobactrum sp"
"Ochrobactrum tritici"	"Ochrobactrum tritici"
"Ochroconis gallopava"	"Ochroconis gallopava"
"Ochroconis humicola"	"Ochroconis humicola"
"Odoribacter splanchnicus"	"Odoribacter splanchnicus"
"Oenococcus kitaharae"	"Oenococcus kitaharae"
"Oenococcus oeni"	"Oenococcus oeni"
"Oerskovia turbata"	"Oerskovia turbata"
"Ogataea polymorpha"	"Ogataea polymorpha"
"Ogataea thermophila"	"Ogataea thermophila"
"Oligella ureolytica"	"Oligella ureolytica"
"Oligella urethralis"	"Oligella urethralis"
"Olsenella profusa"	"Olsenella profusa"
"Olsenella uli"	"Olsenella uli"
"Ornithobacterium rhinotracheale"	"Ornithobacterium rhinotracheale"
"Paecilomyces formosus"	"Paecilomyces formosus"
"Paecilomyces lilacinus"	"Paecilomyces lilacinus"
"Paecilomyces saturatus"	"Paecilomyces saturatus"
"Paecilomyces species"	"Paecilomyces species"
"Paecilomyces variotii"	"Paecilomyces variotii"
"Paenalcaligenes hominis"	"Paenalcaligenes hominis"
"Paenarthrobacter aurescens"	"Paenarthrobacter aurescens"
"Paenarthrobacter histidinolovorans"	"Paenarthrobacter histidinolovorans"
"Paenarthrobacter ilicis"	"Paenarthrobacter ilicis"
"Paenarthrobacter nicotinovorans"	"Paenarthrobacter nicotinovorans"
"Paenarthrobacter nitroguajacolicus"	"Paenarthrobacter nitroguajacolicus"
"Paenarthrobacter ureafaciens"	"Paenarthrobacter ureafaciens"
"Paenibacillus agarexedens"	"Paenibacillus agarexedens"
"Paenibacillus agaridevorans"	"Paenibacillus agaridevorans"
"Paenibacillus alginolyticus"	"Paenibacillus alginolyticus"
"Paenibacillus alvei"	"Paenibacillus alvei"
"Paenibacillus amylolyticus"	"Paenibacillus amylolyticus"
"Paenibacillus anaericanus"	"Paenibacillus anaericanus"
"Paenibacillus antibioticophila"	"Paenibacillus antibioticophila"
"Paenibacillus apiarius"	"Paenibacillus apiarius"
"Paenibacillus assamensis"	"Paenibacillus assamensis"
"Paenibacillus azoreducens"	"Paenibacillus azoreducens"
"Paenibacillus barcinonensis"	"Paenibacillus barcinonensis"
"Paenibacillus barengoltzii"	"Paenibacillus barengoltzii"
"Paenibacillus borealis"	"Paenibacillus borealis"
"Paenibacillus brasilensis"	"Paenibacillus brasilensis"
"Paenibacillus chibensis"	"Paenibacillus chibensis"
"Paenibacillus chinjuensis"	"Paenibacillus chinjuensis"
"Paenibacillus chitinolyticus"	"Paenibacillus chitinolyticus"
"Paenibacillus chondroitinus"	"Paenibacillus chondroitinus"
"Paenibacillus cineris"	"Paenibacillus cineris"
"Paenibacillus cookii"	"Paenibacillus cookii"
"Paenibacillus curdlanolyticus"	"Paenibacillus curdlanolyticus"
"Paenibacillus daejeonensis"	"Paenibacillus daejeonensis"
"Paenibacillus dendritiformis"	"Paenibacillus dendritiformis"
"Paenibacillus durus"	"Paenibacillus durus"
"Paenibacillus edaphicus"	"Paenibacillus edaphicus"
"Paenibacillus ehimensis"	"Paenibacillus ehimensis"
"Paenibacillus elgii"	"Paenibacillus elgii"
"Paenibacillus favisporus"	"Paenibacillus favisporus"
"Paenibacillus filicis"	"Paenibacillus filicis"
"Paenibacillus gansuensis"	"Paenibacillus gansuensis"
"Paenibacillus glucanolyticus"	"Paenibacillus glucanolyticus"
"Paenibacillus glycanilyticus"	"Paenibacillus glycanilyticus"
"Paenibacillus gorillae"	"Paenibacillus gorillae"
"Paenibacillus graminis"	"Paenibacillus graminis"
"Paenibacillus humicus"	"Paenibacillus humicus"
"Paenibacillus hunanensis"	"Paenibacillus hunanensis"
"Paenibacillus ihumii"	"Paenibacillus ihumii"
"Paenibacillus illinoisensis"	"Paenibacillus illinoisensis"
"Paenibacillus jamilae"	"Paenibacillus jamilae"
"Paenibacillus kobensis"	"Paenibacillus kobensis"
"Paenibacillus lactis"	"Paenibacillus lactis"
"Paenibacillus larvae"	"Paenibacillus larvae"
"Paenibacillus lautus"	"Paenibacillus lautus"
"Paenibacillus lentus"	"Paenibacillus lentus"
"Paenibacillus macerans"	"Paenibacillus macerans"
"Paenibacillus macquariensis"	"Paenibacillus macquariensis"
"Paenibacillus marinisediminis"	"Paenibacillus marinisediminis"
"Paenibacillus massiliensis"	"Paenibacillus massiliensis"
"Paenibacillus mendelii"	"Paenibacillus mendelii"
"Paenibacillus motobuensis"	"Paenibacillus motobuensis"
"Paenibacillus mucilaginosus"	"Paenibacillus mucilaginosus"
"Paenibacillus naphthalenovorans"	"Paenibacillus naphthalenovorans"
"Paenibacillus nebraskensis"	"Paenibacillus nebraskensis"
"Paenibacillus nematophilus"	"Paenibacillus nematophilus"
"Paenibacillus odorifer"	"Paenibacillus odorifer"
"Paenibacillus pabuli"	"Paenibacillus pabuli"
"Paenibacillus pasadenensis"	"Paenibacillus pasadenensis"
"Paenibacillus peoriae"	"Paenibacillus peoriae"
"Paenibacillus phoenicis"	"Paenibacillus phoenicis"
"Paenibacillus phyllosphaerae"	"Paenibacillus phyllosphaerae"
"Paenibacillus polymyxa"	"Paenibacillus polymyxa"
"Paenibacillus provencensis"	"Paenibacillus provencensis"
"Paenibacillus puldeungensis"	"Paenibacillus puldeungensis"
"Paenibacillus residui"	"Paenibacillus residui"
"Paenibacillus rhizosphaerae"	"Paenibacillus rhizosphaerae"
"Paenibacillus sabinae"	"Paenibacillus sabinae"
"Paenibacillus sanguinis"	"Paenibacillus sanguinis"
"Paenibacillus senegalensis"	"Paenibacillus senegalensis"
"Paenibacillus soli"	"Paenibacillus soli"
"Paenibacillus sp"	"Paenibacillus sp"
"Paenibacillus species"	"Paenibacillus species"
"Paenibacillus stellifer"	"Paenibacillus stellifer"
"Paenibacillus taichugensis"	"Paenibacillus taichugensis"
"Paenibacillus taiwanensis"	"Paenibacillus taiwanensis"
"Paenibacillus tarimensis"	"Paenibacillus tarimensis"
"Paenibacillus terrae"	"Paenibacillus terrae"
"Paenibacillus thiaminolyticus"	"Paenibacillus thiaminolyticus"
"Paenibacillus tianmuensis"	"Paenibacillus tianmuensis"
"Paenibacillus timonensis"	"Paenibacillus timonensis"
"Paenibacillus turicensis"	"Paenibacillus turicensis"
"Paenibacillus urinalis"	"Paenibacillus urinalis"
"Paenibacillus validus"	"Paenibacillus validus"
"Paenibacillus woosongensis"	"Paenibacillus woosongensis"
"Paenibacillus wynnii"	"Paenibacillus wynnii"
"Paenibacillus xinjiangensis"	"Paenibacillus xinjiangensis"
"Paenibacillus xylanilyticus"	"Paenibacillus xylanilyticus"
"Paenibacillus zanthoxyli"	"Paenibacillus zanthoxyli"
"Paeniclostridium ghonii"	"Paeniclostridium ghonii"
"Paeniclostridium sordellii"	"Paeniclostridium sordellii"
"Paeniglutamicibacter gangotriensis"	"Paeniglutamicibacter gangotriensis"
"Paeniglutamicibacter kerguelensis"	"Paeniglutamicibacter kerguelensis"
"Paeniglutamicibacter psychrophenolicus"	"Paeniglutamicibacter psychrophenolicus"
"Paeniglutamicibacter sulfureus"	"Paeniglutamicibacter sulfureus"
"Paenochrobactrum pullorum"	"Paenochrobactrum pullorum"
"Pandoraea apista"	"Pandoraea apista"
"Pandoraea norimbergensis"	"Pandoraea norimbergensis"
"Pandoraea pnomenusa"	"Pandoraea pnomenusa"
"Pandoraea pulmonicola"	"Pandoraea pulmonicola"
"Pandoraea sp[2]"	"Pandoraea sp"
"Pandoraea sp[5]"	"Pandoraea sp"
"Pandoraea sputorum"	"Pandoraea sputorum"
"Pannonibacter phragmitetus"	"Pannonibacter phragmitetus"
"Pantoea agglomerans"	"Pantoea agglomerans"
"Pantoea ananatis"	"Pantoea ananatis"
"Pantoea anthophila"	"Pantoea anthophila"
"Pantoea brenneri"	"Pantoea brenneri"
"Pantoea cypripedii"	"Pantoea cypripedii"
"Pantoea dispersa"	"Pantoea dispersa"
"Pantoea eucrina"	"Pantoea eucrina"
"Pantoea septica"	"Pantoea septica"
"Pantoea sp"	"Pantoea sp"
"Pantoea stewartii"	"Pantoea stewartii"
"Parabacteroides distasonis"	"Parabacteroides distasonis"
"Parabacteroides faecis"	"Parabacteroides faecis"
"Parabacteroides goldsteinii"	"Parabacteroides goldsteinii"
"Parabacteroides gordonii"	"Parabacteroides gordonii"
"Parabacteroides johnsonii"	"Parabacteroides johnsonii"
"Parabacteroides merdae"	"Parabacteroides merdae"
"Paraburkholderia caledonica"	"Paraburkholderia caledonica"
"Paraburkholderia caribensis"	"Paraburkholderia caribensis"
"Paraburkholderia fungorum"	"Paraburkholderia fungorum"
"Paraburkholderia phenazinium"	"Paraburkholderia phenazinium"
"Paraburkholderia phymatum"	"Paraburkholderia phymatum"
"Paraburkholderia sacchari"	"Paraburkholderia sacchari"
"Paraburkholderia terricola"	"Paraburkholderia terricola"
"Paraburkholderia tropica"	"Paraburkholderia tropica"
"Paraburkholderia tuberum"	"Paraburkholderia tuberum"
"Paraburkholderia xenovorans"	"Paraburkholderia xenovorans"
"Paracandidimonas soli"	"Paracandidimonas soli"
"Paraclostridium bifermentans"	"Paraclostridium bifermentans"
"Paracoccidioides brasiliensis"	"Paracoccidioides brasiliensis"
"Paracoccus denitrificans"	"Paracoccus denitrificans"
"Paracoccus marinus"	"Paracoccus marinus"
"Paracoccus panacisoli"	"Paracoccus panacisoli"
"Paracoccus sp"	"Paracoccus sp"
"Paracoccus sp[2]"	"Paracoccus sp"
"Paracoccus species"	"Paracoccus species"
"Paracoccus versutus"	"Paracoccus versutus"
"Paracoccus yeei"	"Paracoccus yeei"
"Paraliobacillus ryukyuensis"	"Paraliobacillus ryukyuensis"
"Paraphyton cookei"	"Paraphyton cookei"
"Parascardovia denticolens"	"Parascardovia denticolens"
"Parascedosporium tectonae"	"Parascedosporium tectonae"
"Parvimonas micra"	"Parvimonas micra"
"Parvimonas spp."	"Parvimonas sp"
"Pasteurella aerogenes"	"Pasteurella aerogenes"
"Pasteurella bettyae"	"Pasteurella bettyae"
"Pasteurella canis"	"Pasteurella canis"
"Pasteurella dagmatis"	"Pasteurella dagmatis"
"Pasteurella mairii"	"Pasteurella mairii"
"Pasteurella multocida"	"Pasteurella multocida"
"Pasteurella stomatis"	"Pasteurella stomatis"
"Paucisalibacillus globulus"	"Paucisalibacillus globulus"
"Pectobacterium atrosepticum"	"Pectobacterium atrosepticum"
"Pectobacterium betavasculorum"	"Pectobacterium betavasculorum"
"Pectobacterium cacticida"	"Pectobacterium cacticida"
"Pectobacterium carotovorum"	"Pectobacterium carotovorum"
"Pectobacterium wasabiae"	"Pectobacterium wasabiae"
"Pediococcus acidilactici"	"Pediococcus acidilactici"
"Pediococcus cellicola"	"Pediococcus cellicola"
"Pediococcus claussenii"	"Pediococcus claussenii"
"Pediococcus damnosus"	"Pediococcus damnosus"
"Pediococcus ethanolidurans"	"Pediococcus ethanolidurans"
"Pediococcus inopinatus"	"Pediococcus inopinatus"
"Pediococcus parvulus"	"Pediococcus parvulus"
"Pediococcus pentosaceus"	"Pediococcus pentosaceus"
"Pediococcus sp"	"Pediococcus sp"
"Pedobacter agri"	"Pedobacter agri"
"Pedobacter cryoconitis"	"Pedobacter cryoconitis"
"Pedobacter heparinus"	"Pedobacter heparinus"
"Pelomonas saccharophila"	"Pelomonas saccharophila"
"Pelomonas sp[3]"	"Pelomonas sp"
"Pelomonas spp"	"Pelomonas sp"
"Pelomonas spp_MS_Type"	"Pelomonas sp"
"Penicillium aurantiogriseum"	"Penicillium aurantiogriseum"
"Penicillium brevicompactum"	"Penicillium brevicompactum"
"Penicillium camemberti"	"Penicillium camemberti"
"Penicillium chrysogenum"	"Penicillium chrysogenum"
